billboard_position,song_name,artist,year,genre,genres,song_popularity,song_type
21,Drive,Incubus,2001,alternative metal,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",53.0,Solo
21,Drive,Incubus,2001,alternative metal,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",70.0,Solo
21,Drive,Incubus,2001,alternative metal,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",59.0,Solo
21,Drive,Incubus,2001,alternative metal,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",68.0,Solo
22,What Would You Do?,City High,2001,hip pop,['hip pop'],49.0,Solo
22,What Would You Do?,City High,2001,hip pop,['hip pop'],32.0,Collaboration
23,Survivor,Destiny's Child,2001,dance pop,"['dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",69.0,Solo
23,Survivor,Destiny's Child,2001,dance pop,"['dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",28.0,Solo
24,Lady Marmalade,Christina Aguilera,2001,dance pop,"['dance pop', 'europop', 'pop', 'post-teen pop', 'uk pop']",56.0,Solo
24,Lady Marmalade,Lil' Kim,2001,dance pop,"['dance pop', 'east coast hip hop', 'escape room', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']",56.0,Solo
24,Lady Marmalade,Mýa,2001,dance pop,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'r&b', 'southern hip hop', 'urban contemporary']",56.0,Solo
24,Lady Marmalade,Pink,2001,,,56.0,Solo
25,Ms. Jackson,Outkast,2001,atl hip hop,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",76.0,Solo
26,Love Don't Cost a Thing,Jennifer Lopez,2001,dance pop,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",55.0,Solo
27,The Way You Love Me,Faith Hill,2001,contemporary country,"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']",55.0,Solo
27,The Way You Love Me,Faith Hill,2001,contemporary country,"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']",41.0,Solo
28,He Loves U Not,Dream,2001,girl group,['girl group'],,
29,Butterfly,Crazy Town,2001,alternative metal,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",68.0,Solo
29,Butterfly,Crazy Town,2001,alternative metal,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",42.0,Solo
30,Put It on Me,Ja Rule,2001,dance pop,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'urban contemporary']",63.0,Collaboration
30,Put It on Me,Lil' Mo,2001,hip pop,"['hip pop', 'r&b', 'urban contemporary']",63.0,Collaboration
30,Put It on Me,Vita,2001,-,[],63.0,Collaboration
31,Family Affair,Mary J. Blige,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",69.0,Solo
31,Family Affair,Mary J. Blige,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",25.0,Solo
32,I Hope You Dance,Lee Ann Womack,2001,contemporary country,"['contemporary country', 'country', 'country dawn', 'country road']",47.0,Solo
33,South Side,Moby,2001,downtempo,"['downtempo', 'electronic']",,
33,South Side,Gwen Stefani,2001,dance pop,"['dance pop', 'europop', 'hip pop', 'pop', 'pop rock', 'post-teen pop']",,
34,Don't Tell Me,Madonna,2001,dance pop,['dance pop'],56.0,Solo
34,Don't Tell Me,Madonna,2001,dance pop,['dance pop'],51.0,Solo
35,Get Ur Freak On,Missy Elliott,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",,
36,Crazy,K-Ci & JoJo,2001,dance pop,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",73.0,Solo
36,Crazy,K-Ci & JoJo,2001,dance pop,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",29.0,Solo
36,Crazy,K-Ci & JoJo,2001,dance pop,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",44.0,Solo
36,Crazy,K-Ci & JoJo,2001,dance pop,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",71.0,Solo
36,Crazy,K-Ci & JoJo,2001,dance pop,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",60.0,Solo
36,Crazy,K-Ci & JoJo,2001,dance pop,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",19.0,Solo
36,Crazy,K-Ci & JoJo,2001,dance pop,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",50.0,Solo
36,Crazy,K-Ci & JoJo,2001,dance pop,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",43.0,Solo
36,Crazy,K-Ci & JoJo,2001,dance pop,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",27.0,Solo
37,Fill Me In,Craig David,2001,british soul,"['british soul', 'dance pop', 'pop', 'tropical house', 'uk pop', 'urban contemporary']",55.0,Solo
38,Someone to Call My Lover,Janet Jackson,2001,dance pop,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'r&b', 'urban contemporary']",41.0,Solo
39,With Arms Wide Open,Creed,2001,alternative metal,"['alternative metal', 'alternative rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock', 'rock']",37.0,Solo
40,Case of the Ex (Whatcha Gonna Do),Mýa,2001,dance pop,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'r&b', 'southern hip hop', 'urban contemporary']",52.0,Solo
41,All or Nothing,O-Town,2001,boy band,"['boy band', 'dance pop']",53.0,Solo
41,All or Nothing,O-Town,2001,boy band,"['boy band', 'dance pop']",61.0,Solo
41,All or Nothing,O-Town,2001,boy band,"['boy band', 'dance pop']",30.0,Solo
42,Bootylicious,Destiny's Child,2001,dance pop,"['dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",61.0,Solo
43,I'm Like a Bird,Nelly Furtado,2001,canadian latin,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rock']",70.0,Solo
44,Kryptonite,3 Doors Down,2001,alternative metal,"['alternative metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge']",76.0,Solo
45,Fiesta,R. Kelly,2001,-,[],,
45,Fiesta,Jay-Z,2001,,,,
46,When It's Over,Sugar Ray,2001,alternative metal,"['alternative metal', 'alternative rock', 'funk metal', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']",25.0,Solo
47,Jaded,Aerosmith,2001,album rock,"['album rock', 'classic rock', 'hard rock', 'rock']",68.0,Solo
47,Jaded,Aerosmith,2001,album rock,"['album rock', 'classic rock', 'hard rock', 'rock']",58.0,Solo
48,Promise,Jagged Edge,2001,atl hip hop,"['atl hip hop', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']",39.0,Solo
48,Promise,Jagged Edge,2001,atl hip hop,"['atl hip hop', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']",54.0,Solo
49,Missing You,Case,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",48.0,Solo
49,Missing You,Case,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",28.0,Solo
49,Missing You,Case,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",29.0,Solo
49,Missing You,Case,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",29.0,Solo
49,Missing You,Case,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",42.0,Solo
49,Missing You,Case,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",68.0,Solo
49,Missing You,Case,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",31.0,Solo
49,Missing You,Case,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",41.0,Collaboration
50,Differences,Ginuwine,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",67.0,Solo
51,This I Promise You,NSYNC,2001,,,69.0,Solo
52,Izzo (H.O.V.A.),Jay-Z,2001,,,7.0,Solo
53,Superwoman Pt. II,Lil' Mo,2001,hip pop,"['hip pop', 'r&b', 'urban contemporary']",,
53,Superwoman Pt. II,Fabolous,2001,dance pop,"['dance pop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'trap music', 'urban contemporary']",,
54,Crazy for This Girl,Evan and Jaron,2001,neo mellow,"['neo mellow', 'pop rock']",56.0,Solo
55,Nobody Wants to Be Lonely,Ricky Martin,2001,dance pop,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'tropical']",50.0,Collaboration
55,Nobody Wants to Be Lonely,Christina Aguilera,2001,dance pop,"['dance pop', 'europop', 'pop', 'post-teen pop', 'uk pop']",50.0,Collaboration
56,I Just Wanna Love U (Give It 2 Me),Jay-Z,2001,,,43.0,Solo
57,One Minute Man,Missy Elliott,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",,
57,One Minute Man,Ludacris,2001,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
58,Danger (Been So Long),Mystikal,2001,crunk,"['crunk', 'dirty south rap', 'gangster rap', 'new orleans rap']",,
58,Danger (Been So Long),Nivea,2001,atl hip hop,"['atl hip hop', 'deep pop r&b', 'hip pop', 'r&b', 'urban contemporary']",,
59,Only Time,Enya,2001,celtic,"['celtic', 'middle earth']",67.0,Solo
60,I Do!!,Toya,2001,hip pop,['hip pop'],45.0,Solo
61,Never Had a Dream Come True,S Club 7,2001,australian pop,"['australian pop', 'bubblegum dance', 'dance pop', 'europop', 'hollywood', 'post-teen pop', 'uk pop']",60.0,Solo
61,Never Had a Dream Come True,S Club 7,2001,australian pop,"['australian pop', 'bubblegum dance', 'dance pop', 'europop', 'hollywood', 'post-teen pop', 'uk pop']",33.0,Solo
62,Stranger in My House,Tamia,2001,canadian pop,"['canadian pop', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",45.0,Solo
62,Stranger in My House,Tamia,2001,canadian pop,"['canadian pop', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",44.0,Solo
63,Irresistible,Jessica Simpson,2001,dance pop,"['dance pop', 'post-teen pop']",62.0,Solo
63,Irresistible,Jessica Simpson,2001,dance pop,"['dance pop', 'post-teen pop']",33.0,Solo
63,Irresistible,Jessica Simpson,2001,dance pop,"['dance pop', 'post-teen pop']",12.0,Solo
64,Heard It All Before,Sunshine Anderson,2001,hip pop,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']",51.0,Solo
65,The Space Between,Dave Matthews Band,2001,jam band,"['jam band', 'neo mellow', 'pop rock']",46.0,Solo
66,There You'll Be,Faith Hill,2001,contemporary country,"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']",57.0,Solo
67,Love,Musiq Soulchild,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",71.0,Solo
67,Love,Musiq Soulchild,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",63.0,Solo
67,Love,Musiq Soulchild,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",43.0,Solo
67,Love,Musiq Soulchild,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",5.0,Solo
68,It's Over Now,112,2001,atl hip hop,"['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",61.0,Solo
68,It's Over Now,112,2001,atl hip hop,"['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",26.0,Solo
68,It's Over Now,112,2001,atl hip hop,"['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",1.0,Solo
68,It's Over Now,112,2001,atl hip hop,"['atl hip hop', 'boy band', 'dance pop', 'gangster rap', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",23.0,Solo
69,No More (Baby I'ma Do Right),3LW,2001,girl group,"['girl group', 'hip pop', 'r&b', 'urban contemporary']",55.0,Solo
70,Turn Off the Light,Nelly Furtado,2001,canadian latin,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rock']",53.0,Solo
71,Ain't Nothing 'bout You,Brooks & Dunn,2001,contemporary country,"['contemporary country', 'country', 'country road', 'country rock', 'red dirt']",54.0,Solo
72,Play,Jennifer Lopez,2001,dance pop,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",51.0,Solo
72,Play,Jennifer Lopez,2001,dance pop,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",51.0,Solo
73,I'm Already There,Lonestar,2001,contemporary country,"['contemporary country', 'country', 'country road']",59.0,Solo
74,My Baby,Lil' Romeo,2001,-,[],31.0,Solo
74,My Baby,Lil' Romeo,2001,-,[],17.0,Solo
74,My Baby,Lil' Romeo,2001,-,[],24.0,Solo
75,Beautiful Day,U2,2001,irish rock,"['irish rock', 'permanent wave', 'rock']",19.0,Solo
75,Beautiful Day,U2,2001,irish rock,"['irish rock', 'permanent wave', 'rock']",70.0,Solo
76,Austin,Blake Shelton,2001,contemporary country,"['contemporary country', 'country', 'country road']",61.0,Solo
77,Southern Hospitality,Ludacris,2001,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",20.0,Collaboration
78,Grown Men Don't Cry,Tim McGraw,2001,contemporary country,"['contemporary country', 'country', 'country road']",42.0,Solo
79,Livin' It Up,Ja Rule,2001,dance pop,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'urban contemporary']",59.0,Collaboration
79,Livin' It Up,Case,2001,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",59.0,Collaboration
80,Loverboy,Mariah Carey,2001,dance pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",,
80,Loverboy,Cameo,2001,disco,"['disco', 'funk', 'motown', 'new jack swing', 'popping', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",,
81,Contagious,The Isley Brothers,2001,classic soul,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",48.0,Solo
81,Contagious,R. Kelly,2001,-,[],48.0,Solo
81,Contagious,Chanté Moore,2001,hip pop,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",48.0,Solo
82,Who I Am,Jessica Andrews,2001,contemporary country,"['contemporary country', 'country', 'country dawn']",48.0,Solo
82,Who I Am,Jessica Andrews,2001,contemporary country,"['contemporary country', 'country', 'country dawn']",51.0,Solo
83,Music,Erick Sermon,2001,alternative hip hop,"['alternative hip hop', 'boom bap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']",55.0,Solo
83,Music,Erick Sermon,2001,alternative hip hop,"['alternative hip hop', 'boom bap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']",32.0,Solo
83,Music,Erick Sermon,2001,alternative hip hop,"['alternative hip hop', 'boom bap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']",51.0,Collaboration
83,Music,Marvin Gaye,2001,classic soul,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",55.0,Solo
83,Music,Marvin Gaye,2001,classic soul,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",32.0,Solo
83,Music,Marvin Gaye,2001,classic soul,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",51.0,Collaboration
84,I Wanna Be Bad,Willa Ford,2001,-,[],46.0,Solo
85,Don't Happen Twice,Kenny Chesney,2001,contemporary country,"['contemporary country', 'country', 'country road']",51.0,Solo
86,One More Day,Diamond Rio,2001,contemporary country,"['contemporary country', 'country', 'country gospel', 'country road', 'country rock']",50.0,Solo
86,One More Day,Diamond Rio,2001,contemporary country,"['contemporary country', 'country', 'country gospel', 'country road', 'country rock']",28.0,Solo
87,I Wish,R. Kelly,2001,-,[],21.0,Solo
87,I Wish,R. Kelly,2001,-,[],41.0,Solo
87,I Wish,R. Kelly,2001,-,[],50.0,Solo
87,I Wish,R. Kelly,2001,-,[],31.0,Solo
87,I Wish,R. Kelly,2001,-,[],63.0,Solo
88,It's a Great Day to Be Alive,Travis Tritt,2001,contemporary country,"['contemporary country', 'country', 'country road', 'country rock', 'traditional country']",67.0,Solo
89,I'm a Thug,Trick Daddy,2001,crunk,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",56.0,Solo
90,Here's to the Night,Eve 6,2001,alternative metal,"['alternative metal', 'alternative rock', 'nu metal', 'pop punk', 'pop rock', 'post-grunge']",55.0,Solo
91,You Shouldn't Kiss Me Like This,Toby Keith,2001,contemporary country,"['contemporary country', 'country', 'country road']",45.0,Solo
92,Get Over Yourself,Eden's Crush,2001,,,0.0,Solo
93,Dance with Me,Debelah Morgan,2001,-,[],58.0,Solo
93,Dance with Me,Debelah Morgan,2001,-,[],38.0,Solo
93,Dance with Me,Debelah Morgan,2001,-,[],23.0,Collaboration
93,Dance with Me,Debelah Morgan,2001,-,[],56.0,Solo
93,Dance with Me,Debelah Morgan,2001,-,[],1.0,Solo
94,"So Fresh, So Clean",Outkast,2001,atl hip hop,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",64.0,Solo
95,E.I.,Nelly,2001,dance pop,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",56.0,Solo
96,Be Like That,3 Doors Down,2001,alternative metal,"['alternative metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge']",57.0,Solo
97,Most Girls,Pink,2001,,,75.0,Solo
97,Most Girls,Pink,2001,,,51.0,Solo
98,Oochie Wally,QB Finest,2001,-,[],,
98,Oochie Wally,Nas,2001,conscious hip hop,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",,
98,Oochie Wally,Bravehearts,2001,nyc rap,['nyc rap'],,
99,Hero,Enrique Iglesias,2001,dance pop,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",57.0,Collaboration
99,Hero,Enrique Iglesias,2001,dance pop,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",67.0,Solo
99,Hero,Enrique Iglesias,2001,dance pop,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",69.0,Solo
99,Hero,Enrique Iglesias,2001,dance pop,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",40.0,Collaboration
100,Hemorrhage (In My Hands),Fuel,2001,alternative metal,"['alternative metal', 'alternative rock', 'nu metal', 'pop rock', 'post-grunge', 'rap rock']",58.0,Solo
1,How You Remind Me,Nickelback,2002,alternative metal,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",76.0,Solo
2,Foolish,Ashanti,2002,dance pop,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",69.0,Solo
